image,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
transport_001b428f-059bf013.jpg,22.361254,-2.0459456,6.665241,3.899171,-0.681522,6.748398,3.4367397,63.236343,10.834426,-2.2020278,10.026406,1.9293519,12.724718,5.1444793,5.1747932,5.0625477,-2.0283158,0.68083745,10.47641,3.1256351,5.9736266,6.6421547,1.6964605,1.0762004,6.7402153,0.06896839,5.1457167,0.58656466,-0.910156,1.2468313,3.2943997,1.0696837,3.3440194,3.0954752,3.6044393,1.013069,-0.3351093,2.2217739,12.02438,0.7167583,6.94405,0.9578621,3.1516783,-1.0141429,3.1388052,-0.46912256,9.43504,2.112853,4.2421904,0.50676006,2.0806174,-3.7958126,2.3417852,-3.1338713,1.7004209,9.841709,3.8365543,0.15875795,1.4463034,-0.3262841,-0.06786217,2.1441183,5.541475,1.6099558,-0.659763,3.7950726
transport_001c2a14-c713a72f.jpg,28.764381,1.5136337,1.6161002,1.8511612,3.811267,12.65271,1.1057426,38.993702,1.5011598,2.0541415,8.3242445,-2.383309,17.739983,6.9582214,14.63599,1.402514,2.8074481,-1.8248372,5.4517064,10.707526,4.071106,3.539332,-1.6864425,1.5598006,11.139476,3.3244205,4.584371,1.2068568,0.9253126,1.0364298,5.135869,2.1187496,6.3024163,-2.6943505,5.668993,1.8588368,3.318221,1.7011371,7.6130586,-3.853988,1.0587554,2.3831487,3.4197862,1.7967619,2.9056928,-0.8020537,17.596235,-1.9320068,4.8293343,2.7976654,5.0848603,3.3453956,2.9094377,-3.9060824,0.38005793,8.446077,-1.8873358,0.079319164,2.2182333,5.352528,1.1593535,1.0570291,6.005238,-2.9711142,2.9162998,2.8305748
transport_002a3213-ab7f5b59.jpg,24.01782,1.0739856,8.048158,1.553173,10.192648,10.344779,3.6892493,39.43335,3.286604,9.749299,7.274424,2.750065,27.19795,9.267597,11.811993,7.5766973,7.2088437,-2.6629732,6.4972425,5.2631407,7.1430326,0.64508224,2.003317,6.1620364,8.962221,-0.7731714,3.5130072,3.2025356,1.9964546,1.0959461,6.9504795,3.2634935,7.2772145,1.6393158,2.5743318,7.2692113,2.4358072,0.5110431,6.7286916,4.1571617,1.4949762,4.3768673,5.494404,0.7966469,5.269833,1.3826523,13.956998,2.262854,10.249958,6.0505924,3.6622994,2.233693,2.5242715,1.91036,2.233063,12.78388,-0.88100487,0.8565557,3.5357215,7.6210523,2.0580287,3.2597132,-0.08510025,-0.59405106,1.8936789,4.711265
transport_002d467e-00000000.jpg,30.720615,1.4413065,12.177937,-0.31477493,1.1835264,7.254847,8.338772,55.51536,11.042875,4.3998017,9.169659,2.2178717,14.471655,6.3222237,1.0879173,2.6981974,2.2048268,6.341697,7.8389263,-1.8309116,7.7081757,0.4353261,-5.2692533,2.9023836,6.9650664,1.5103945,6.289233,5.425781,1.4290813,5.298559,9.62131,3.2417257,0.36040413,-2.5249295,2.6131794,5.1996346,-1.7598016,-0.844794,3.9430022,1.1944313,1.9827054,1.0042436,-0.42847636,-0.36385795,0.8762477,4.0752897,10.781013,4.268257,5.944566,0.5044502,6.7855425,3.3480964,0.7815646,2.350977,3.3525639,7.452912,1.410325,-1.3894367,3.5128996,-3.026713,-1.0430921,0.5467138,1.4104922,-0.22057426,4.237719,-2.2602901
transport_003571f2-f2840028.jpg,22.10556,-1.2089558,0.97846574,0.3544829,-1.1647826,9.106201,-1.4416687,53.120136,8.00962,3.9366019,11.476785,2.1275218,12.527868,7.372979,10.094758,1.3481628,-0.13861926,-0.20974739,3.8078327,8.415452,7.537565,3.8890705,0.17573163,3.9687984,4.3454533,-5.0553527,4.981377,-0.76664644,-2.2617166,1.2447178,2.0601068,-0.39747065,3.6463537,4.1785097,0.9286213,-0.05862955,-3.1179364,1.4799483,-0.9788288,-3.0198197,-0.16650674,2.3954775,3.8046346,-2.226491,5.4297156,-3.3315015,4.271122,2.1095898,4.410784,0.6162566,6.023084,-0.68307215,-0.33057284,-1.411313,-2.839331,6.7333446,2.3732483,-2.9698017,3.7252183,-0.14477102,-3.7610273,5.592374,0.24229698,-1.2851287,-2.6493697,1.0861244
transport_004af474-00000000.jpg,26.166233,4.967824,2.9869125,3.9461658,5.35626,13.0718975,1.1284235,48.867924,13.481151,-0.7274772,5.2207985,0.25261185,21.977194,1.856526,7.6205745,0.89178,1.4113824,2.8621802,4.8394384,4.46764,7.875758,2.0218189,-2.021244,0.3365856,10.79403,-3.6116867,4.29324,3.9031818,0.26911888,5.2585454,8.640175,-0.21594754,3.8186457,1.0578647,1.6317964,4.7298117,0.20212945,0.7299776,7.4558573,-3.7140324,1.2702277,3.350734,3.4859934,2.1373231,3.9809115,-1.7202457,10.392936,6.355737,2.8171868,3.454477,6.2719383,2.4654102,2.6626072,-4.6906652,-3.1480722,9.459733,1.8827239,-2.913108,1.5809126,1.8368111,-0.03807582,2.7936301,1.1660577,-0.1974113,2.1864405,2.7174616
transport_00a7ef03-00000000.jpg,31.188908,0.7900197,2.9147816,-4.1772356,-2.1648114,8.494342,-2.8606844,44.471245,4.813153,3.2985854,8.424297,-5.2534637,17.021883,5.5368,11.145505,0.3782372,4.33703,4.444234,7.479739,2.3994782,20.716328,4.5674787,-2.712804,0.9154348,7.2920957,-3.1752653,4.136732,1.4409468,-1.9900823,-1.1464767,2.778768,-2.377245,1.322435,1.0176371,9.200473,-0.81817824,-1.0902487,-1.165386,-0.36094403,-2.6364439,2.3899374,5.122014,2.6189911,3.9731476,2.714341,-3.547804,6.507293,-1.8144507,1.1972662,-1.4887875,3.4463425,2.588259,-0.06930046,-6.4089246,-2.275153,9.064831,-2.331094,-3.565652,1.288302,3.7214432,-3.3695915,0.0015077181,0.076959,-5.7299876,-0.8142715,0.65992075
transport_00bc0319-94af8380.jpg,29.560364,2.5201154,2.3494182,1.0862868,2.1047604,11.567244,4.54636,47.06588,10.856926,1.9965258,14.018095,0.060963117,16.948341,3.9855447,11.539917,7.644416,3.5733886,4.8441114,6.6281357,3.240853,4.2752347,-0.62288415,0.7716533,1.8512335,5.6058154,-1.9761969,5.1352124,0.949705,-1.7193761,0.40936124,1.5867969,-0.6668212,4.8139334,2.1956809,0.78493786,4.221603,1.3493259,0.048702814,3.3996832,-8.276064,7.3330164,2.1699002,0.7065845,-2.1798759,4.615224,-0.86836016,9.691791,5.1949472,7.3794365,0.9016057,4.756366,3.6076043,1.1502212,-0.77537495,-2.708422,14.963031,1.25679,-2.6342134,0.9010631,1.0110223,0.59295595,2.640989,5.574561,-3.2479246,-0.30599743,3.7914715
transport_00e69ee0-9656e1b9.jpg,29.374834,4.989534,8.835846,-4.7764006,1.9296348,12.999125,1.8952456,54.023266,10.207004,3.9586775,11.208123,-2.236448,18.238562,7.623303,9.848804,4.6379848,4.4735665,6.9523053,8.635319,3.784005,6.7139454,-1.5967349,-0.3765361,-0.9094861,9.590178,-3.3257194,7.3341446,-2.1470883,-2.8806176,5.1479034,5.312808,1.6623652,8.677587,0.28419554,1.8448522,4.5234866,-0.23967801,1.8287916,4.756518,-2.0571074,5.4073267,0.7510991,2.7975955,2.5837379,1.9601226,-1.6209092,10.394946,5.0410085,1.3708363,-1.8322785,3.9997268,1.5584882,0.0089553185,-4.069319,-2.122136,11.444628,-0.83890355,-3.8557978,0.5408241,1.6143063,-2.3881645,3.4335108,6.136132,-1.2528491,-0.008624792,5.0459375
transport_00e9be89-00000100.jpg,22.682266,2.723536,13.552153,-9.668669,22.184055,8.561165,2.4860063,33.14141,3.4953768,13.854584,9.9980955,-2.4238815,36.88877,8.658515,4.5237284,3.057323,1.3505539,4.355296,1.1694753,1.6547885,7.3384733,-1.4588386,-3.1904192,1.9215574,10.589547,-4.0050583,2.161198,3.7725773,-0.51162595,1.5025735,3.357197,-0.35490608,-0.278053,0.26869577,1.3126178,4.97416,2.642921,-0.19372499,5.918859,-3.6093223,5.551454,0.34898967,5.1740775,-1.3073809,2.4050622,6.8102627,9.145738,3.0018682,6.5763035,2.5402617,0.008894224,3.1402013,-2.43135,-1.3189203,0.20524952,12.740162,-2.7624853,-1.9180775,0.032595452,3.0043795,-0.27353176,0.48719448,2.066887,-4.18598,0.64638436,2.113188
