image,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
person_000040.jpg,22.722227,1.2293553,5.6074166,10.838309,3.2124038,11.417413,4.0165386,16.744171,26.844866,3.1391675,15.858772,-2.8514652,13.796589,2.7263377,11.538238,2.5143552,9.070808,0.72257763,2.8083415,9.422408,2.7013543,5.2640643,-1.7191356,10.488129,14.829564,0.45067537,4.9081006,-1.8919477,2.5096986,5.5477643,8.57776,1.5436716,-0.9023344,1.7943349,6.6281676,-1.2650394,3.815322,-1.1849576,6.894206,-3.418991,6.867899,2.7981446,0.5437817,-2.4535446,1.4958242,9.310448,5.7835417,6.510362,2.1059542,2.402403,4.5258455,7.902151,2.7384572,2.300339,4.2682858,2.7368028,9.369828,1.7211053,3.3222365,2.3055656,4.670253,2.422264,5.1285276,-2.190741,1.9653277,1.154086
person_000089.jpg,20.807503,3.057869,8.23368,19.638208,5.056365,3.1741724,10.898762,6.242763,34.16508,-2.6700742,1.0684165,9.264032,14.065403,9.996568,5.376438,11.455984,6.0872035,3.8566668,1.3996476,12.163506,0.397949,4.5061593,7.4063396,2.6778915,13.048893,-2.890743,15.200737,4.648553,16.312353,3.167777,2.2704427,11.0045185,2.166869,3.705816,2.977751,5.011958,4.01206,-4.325121,2.8364518,-3.0057187,4.0056353,-0.07719938,8.359441,-6.120914,5.5963264,0.25605893,5.9964495,20.36365,-3.8108797,3.768435,1.1875348,1.6031123,4.4828386,1.4043814,3.5156786,6.002891,2.3864143,-1.1040121,0.59462357,-2.13013,-0.70116764,6.809097,-0.80482244,-3.225489,3.5773587,4.6584077
person_000109.jpg,12.715736,3.562845,14.75759,15.1698475,8.35851,3.3567667,6.722264,3.9443266,33.35005,-3.1405594,-0.6719443,16.104753,23.455994,9.614303,13.093248,38.987495,1.1572877,0.9830147,-1.3035407,10.495789,-2.6154866,3.7235792,8.671506,3.1683571,12.577696,1.0023829,7.381095,0.27193186,5.168322,4.9848967,4.9007273,5.1504107,1.22278,2.9040923,-2.2192698,5.2471914,2.5496128,1.1856464,5.2926555,-1.0785292,-2.1593564,-1.1772405,7.27722,-3.661631,2.2072325,-1.160273,11.045544,8.591242,0.40356442,1.9215262,2.5870838,3.0977116,6.935863,5.726878,-0.09618224,-2.3327117,1.3727535,-0.24156952,-0.046937168,0.42839313,1.3081745,6.6826806,6.574198,0.5551855,2.0020158,0.7737066
person_000349.jpg,26.54621,1.6260678,-0.4058185,17.632706,4.68872,4.316163,5.4639454,14.897709,25.205433,-2.1910944,7.478894,2.506064,15.908863,8.808635,12.122987,9.1864605,13.67573,2.1259637,1.8374413,12.227617,-1.4042035,-1.0777004,7.9764643,15.233612,7.641587,11.259667,8.012938,1.026392,4.6306906,0.16011927,4.2737436,0.8334211,1.315529,0.9894283,9.648087,-0.17592712,1.9462745,-0.8728054,7.729447,-1.885818,4.8390346,-1.5259625,2.1157079,-3.3419378,2.6256623,4.64352,6.062519,8.1837845,1.2549318,1.3258489,5.289637,3.5151682,4.5136757,1.2252641,8.474003,0.57348156,2.112787,-2.8377862,2.2043147,-3.8251102,4.852891,7.462185,1.9134998,0.7375777,5.402707,3.4864783
person_000370.jpg,10.892355,7.3673873,9.353434,27.899296,5.3266964,-5.8923764,21.223925,11.876954,30.887846,-3.5921211,3.7714152,26.929457,11.484275,9.391483,5.7722936,21.847937,5.544265,-1.035127,4.9405518,15.886186,-4.216383,4.1935477,2.98025,20.755981,10.996922,1.9788016,6.747884,3.0379655,12.034882,1.5566902,6.7862296,17.570127,1.2260252,8.362047,2.9766462,-0.7496377,1.1268815,-0.72324014,7.8576474,1.3075166,1.290612,-2.4904435,3.609233,-1.8773813,4.929602,2.5659232,1.7338164,10.645896,3.8738892,3.5185728,2.641058,5.714112,3.1724308,6.221098,6.2794065,-2.146345,1.4942709,-1.01477,3.661306,-0.26919955,-0.31321204,0.8463254,-0.6729381,-1.8706911,-0.33817893,2.2457778
person_000378.jpg,19.52272,-5.138631,1.4556657,6.080584,1.6858492,11.253632,4.26532,50.052174,17.751677,-1.528044,7.8522787,2.9836218,18.064646,0.47666663,7.8789086,10.702844,-1.8402292,-1.3654165,-1.4106617,6.274987,7.142471,1.2989033,2.9240844,1.6698232,7.8044257,2.891558,4.9222827,-1.3696978,2.1465514,1.0014242,5.0522943,-2.349206,2.3425329,3.3067524,-0.78097254,3.7611306,-0.18403241,8.171834,2.697481,3.1420474,-0.5135521,1.9216123,4.880034,0.8206679,0.36805668,-2.6285107,9.169951,4.1341248,10.1178665,2.6020803,1.7920308,6.0398264,3.0947895,2.5893104,4.7713027,0.44781733,-1.4653996,-2.4354863,0.93445915,-2.9048297,3.077585,6.748536,1.2624413,2.1461682,1.662798,0.5867752
person_000381.jpg,18.690105,1.1335235,5.839225,11.81867,-3.2595613,10.168232,11.941394,31.700176,27.169653,2.7150636,9.066937,5.2522407,4.9903026,-1.6350832,10.0079775,14.161132,3.4126706,-4.0268726,2.1073635,16.576376,-5.6327996,0.85298634,7.3117747,8.327715,8.40527,0.63498783,6.5625916,6.1183653,2.1449916,3.4527316,3.6850414,6.293986,2.1399949,0.9812751,4.4268966,5.175329,-3.9093826,5.4393926,8.009512,0.027862564,-3.1206837,3.929352,1.0874355,-2.1877077,2.1098282,-3.5339487,9.336989,7.189069,13.027997,7.067238,3.291044,4.1648707,5.714195,1.760897,0.13345228,6.255706,1.1253338,-3.1755376,3.1422663,-2.8644736,2.8706622,6.725142,1.5310234,-3.9797096,-1.1300879,1.2845267
person_000393.jpg,16.653662,-2.1814134,9.496231,17.820915,10.705364,3.420971,8.141859,14.184445,26.266756,-4.15494,4.87315,17.604498,17.3329,7.271681,8.227788,30.084007,6.3493395,-2.8875039,-0.758666,10.020308,-3.5552754,1.0104539,8.350494,10.886577,11.368746,4.865501,6.6350937,-0.22198041,5.786146,-1.6249871,9.313183,9.44584,-1.6484518,5.806648,-2.1823545,2.527221,0.52438426,-2.585615,2.777078,0.0809351,1.9353343,-4.898387,4.7635384,-2.6473024,3.6255043,-4.2534018,3.4820333,15.318804,1.8914293,3.5892935,-0.26865932,2.6568613,4.3441796,5.1425405,1.4294211,-3.2720234,3.21096,-3.3838663,3.1137521,-1.0715157,-0.5599212,9.026247,1.1555234,-4.9447374,0.20802142,2.7034533
person_000395.jpg,29.28143,-0.69721127,-3.4953058,9.598147,-0.43748355,11.198597,4.834183,57.719524,9.93143,-5.580023,12.605543,-2.687963,3.6631215,3.715248,5.7816343,5.2060375,4.8575706,-2.3201454,3.3430774,2.488243,1.982234,7.620035,2.9491272,5.8063707,4.927924,8.855133,19.695423,-0.20967889,7.854168,-2.821291,7.3453546,-1.9544663,3.1820245,3.062756,-2.9446745,4.082284,-0.24635476,-1.5895088,2.0118978,-1.3683702,2.6170053,-3.591236,1.8413405,-4.9774604,-0.43943763,-3.1339698,6.068863,5.7733154,6.91445,7.039355,5.206592,5.9392686,2.628069,2.7385051,2.385689,3.6859636,-1.9021991,-3.477447,2.285172,0.5580241,0.3081653,3.8341,0.53770936,-2.3952875,6.305454,2.2018068
person_000397.jpg,3.1105988,4.651457,13.635466,9.190115,15.364992,3.3515308,18.75783,19.904448,22.613897,8.111059,-2.3659854,6.002968,34.808983,6.7404995,1.2572614,7.9998264,5.4574986,2.3253732,40.86641,1.7363737,21.830599,6.908561,5.4217873,2.6273875,8.14759,5.7506933,0.111830235,0.8553647,2.464363,3.2411776,-0.62451774,1.9998816,-1.7615806,4.8842163,1.9020295,13.402335,-1.3373134,0.5128756,13.089712,2.8664048,10.519194,7.231189,1.1734824,3.303634,-2.119093,4.5177364,9.306572,8.619521,0.6969608,-2.132977,4.045072,3.7506661,1.7792679,4.6575165,2.2438684,5.8247933,2.5944974,0.86353433,1.6299821,-1.4647905,4.2401133,4.6841583,3.5583143,-1.4420725,-6.884683,0.88816005
