image,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
abstract_10027.jpg,18.366117,9.602873,6.661193,11.116091,-1.5650846,1.4678333,17.161863,20.931786,17.620382,-2.251909,20.443573,10.763719,6.958898,24.321999,13.058749,9.247768,0.57140416,5.0775266,8.045384,7.090498,3.5348587,-1.7654665,3.904248,-0.65507275,6.5085382,7.798551,10.399392,-1.2635505,5.2127423,5.961198,18.964867,6.675482,7.7513537,12.692062,-0.6041023,7.429148,8.131604,2.4814472,10.133919,0.59060097,9.28689,-0.81572086,-5.7412567,-1.0717943,16.714005,7.3478856,8.434389,3.139827,0.74460024,-4.447566,6.081233,1.9945506,5.283489,-0.59808445,-1.6410079,17.250977,-0.52250576,2.6574926,5.0687404,0.081946395,4.599326,-2.88708,10.019411,-2.2884989,-2.9166286,5.175886
abstract_102677.jpg,30.879063,9.992983,5.6135178,-3.803648,9.545554,-0.30163625,17.696264,15.516183,1.7217894,8.718647,2.3696604,21.110968,26.542776,11.185593,0.7131107,-3.979601,5.0839114,4.516978,21.467525,0.7055056,13.806717,5.347719,-2.4489112,7.7039757,7.965236,9.59155,5.7965813,-0.794888,5.5326433,-1.028205,12.195515,-1.2516581,-6.5481606,-3.9794292,-2.0440683,3.959594,2.3021297,-1.1257582,16.59347,-2.42289,10.475695,4.7774215,8.56259,10.063573,6.9582486,5.2809887,7.7423735,0.7504865,0.4344128,-2.1527176,1.0571665,18.176512,5.11106,0.1373216,7.8182817,5.0444984,1.7482857,-3.5324433,3.4086318,-3.7285972,0.67233455,7.555356,5.2062483,-0.9389704,2.752291,-1.1773635
abstract_103108.jpg,37.31171,13.403925,18.855272,0.6966882,11.408114,0.7740678,12.095237,4.84445,5.0054646,-4.711943,3.6170104,12.461972,12.896996,4.09307,-5.4813566,6.34986,5.021546,38.84126,34.655838,4.73115,3.4395163,7.9395785,0.7263417,7.103589,5.769233,-0.065606646,0.9870562,11.293522,7.8910165,3.1340518,8.093558,3.278635,-2.1312797,-0.0681079,2.5502694,1.8969806,8.31265,1.9072305,3.5754845,5.770522,28.752914,0.6436856,6.3422546,20.282913,4.0612707,3.1072373,3.511268,1.0336154,-3.925433,1.6920561,6.8712635,7.72017,1.7554226,6.9143496,4.120742,6.660018,5.4413786,3.520192,3.4523108,1.6302578,-1.3424965,10.359237,-1.4243714,-3.1753812,-0.5335149,2.4894252
abstract_103678.jpg,24.932667,3.852062,7.0240064,7.6913366,0.7235201,2.4942935,16.701881,-3.133577,7.796114,9.186175,-3.4997303,19.73521,2.1786625,5.3555994,0.6458216,9.38265,18.951485,13.131671,3.5268676,15.7574,8.966211,12.318036,3.9281487,6.1939864,27.786203,10.67661,18.179869,0.18296856,5.4287305,7.186625,31.468222,6.1039524,6.440894,8.947705,-2.1698,8.532556,16.13195,0.5485204,4.549038,5.7195177,15.236322,0.23516548,9.879506,2.958437,1.6785702,6.980647,6.5149503,4.441918,-7.046726,7.743768,3.2746532,12.078283,9.848929,4.48061,-4.550083,1.6573763,3.2314944,3.7347124,5.760026,7.877396,7.1247234,3.1067543,0.7359155,-0.6337075,6.403115,3.6994855
abstract_103828.jpg,44.892357,3.1446972,16.219967,-3.5129302,1.0850384,0.9221617,7.6428456,8.898938,33.024414,-4.088736,19.732294,13.199303,-4.7574153,29.708502,4.9390435,3.5527864,5.640063,8.360849,8.767114,6.3978553,2.578585,-0.7296998,14.460024,2.9219072,2.3078394,2.5214953,1.6274432,2.8201933,3.4600317,16.184484,2.593007,7.3091598,9.443207,5.900648,3.1277447,9.858118,4.549592,-3.7469492,0.38754457,3.741665,16.948627,-1.4444102,-2.6598606,9.042816,-3.1765602,0.9054713,4.344546,3.3127472,-0.87365824,5.522419,11.806911,5.423807,0.93017304,5.7350473,-3.814431,23.06456,2.1704447,-1.1528759,0.13122317,0.7892322,2.4768593,0.9916168,8.120743,-4.0681424,1.8887844,4.223405
abstract_103985.jpg,12.401284,5.5554266,14.614959,6.291041,6.7215204,3.2538884,9.868827,-0.37639093,27.267166,3.8118641,17.445978,11.623348,-2.6505527,5.8269386,7.6533318,10.607062,11.30172,6.108,4.985236,8.161015,1.5210922,-2.794994,3.6343374,29.468107,3.6564813,0.9437328,5.749436,3.8265088,3.810778,36.553738,10.237162,7.638627,5.305304,3.5596366,-0.19953859,5.221101,7.186088,0.670311,0.4267958,4.98577,10.583207,-1.0207765,1.417007,1.6801202,0.9824796,19.639597,0.6412224,8.731915,-0.23344052,3.5711727,4.5358562,5.4613814,1.4767368,2.1997812,-1.1552604,10.000937,5.8129287,-1.6548773,7.290354,2.8402631,0.72201353,4.2059937,2.066405,0.5036442,3.5879958,3.0047174
abstract_104253.jpg,11.1126375,5.4449096,3.4658637,8.30491,-1.715219,1.7949926,4.804176,0.52675444,6.7707644,2.5524836,9.413281,5.6640344,4.369256,4.009451,6.5132065,2.629541,2.5812273,18.355154,1.8535216,10.2158985,13.501928,9.163508,-2.4949198,12.832854,9.143621,12.407083,12.207472,9.80566,7.8605704,7.9284534,16.32342,6.6557393,4.80068,7.311911,5.2263,-1.7986014,4.013071,2.8525312,9.431238,5.5162444,11.817311,-0.9278245,-2.203672,4.887849,1.281967,41.709988,0.50576293,3.1888552,0.83893025,14.416414,9.622427,1.0796785,6.6451893,0.3759211,2.542502,5.3611956,7.9315214,7.886447,3.8829782,10.997333,1.2000816,5.3044415,2.8733504,2.8558462,21.982443,6.0027742
abstract_10526.jpg,-0.19157222,40.7283,2.4757118,4.0909624,21.042055,-0.3290968,-1.550816,3.28278,3.0414493,-6.126894,5.154047,33.407368,-1.0347811,-0.61438656,8.3065605,7.254672,-2.3975546,7.5480328,0.1899024,16.241564,-2.8491077,1.6031471,26.391708,20.075241,1.7920014,0.7086452,6.339521,1.6525619,5.1432858,3.0654309,5.977586,0.8564608,3.2488909,2.5129578,-1.5292287,11.8593,5.950177,0.012297789,-0.9862952,5.1060348,12.316572,-4.563801,27.13276,3.8447075,1.3996923,0.18311147,3.2810583,3.8384914,3.8958554,9.447782,1.716779,3.2407317,-2.9390936,2.745604,-2.2016366,1.0270431,8.476729,14.804641,2.0754902,5.788488,4.7143526,4.541159,4.424431,-4.748284,4.873694,3.0774698
abstract_105796.jpg,22.04452,-5.604697,4.810443,3.9119596,0.36904365,11.044921,5.053971,3.6496632,18.859417,1.6322643,17.01346,3.606838,6.0313168,25.315125,23.333675,-2.2857883,2.3604534,2.7627275,8.651558,0.5268872,18.07504,5.025299,7.293402,-2.17543,-3.5830252,6.288739,2.6454566,4.746794,2.7297437,29.183405,-0.9336262,2.8116248,12.491926,12.112149,2.6993344,5.604568,5.8778634,1.3746423,-0.20938917,9.257142,17.497705,6.9717226,4.447981,3.923142,1.7042253,0.2946823,0.26347935,4.9346557,-4.5600533,1.5403334,5.381197,4.8197927,6.319716,-3.4707878,0.7149743,7.050958,5.5964546,1.5616734,1.9937152,2.2304244,3.045052,4.637291,10.658028,5.9166164,3.648314,11.478246
abstract_10604.jpg,6.440495,7.1711845,18.130259,11.0462,-4.899216,11.870627,15.899987,11.12479,19.639763,-3.7032533,14.580477,31.146038,-0.7461669,8.112335,15.658969,2.2049713,-2.615438,13.12568,2.9689977,0.39844173,6.3900933,8.922368,-0.5295756,5.948535,-0.22670813,-1.7590895,4.2604227,6.2934756,3.8957224,10.78894,0.3119785,9.086648,5.8822703,6.291098,-2.7776463,2.195827,-3.5074563,1.6334497,4.545541,1.039323,19.151018,-0.053081196,1.7685075,3.667119,4.5523825,3.382272,3.526973,3.4709003,5.7087593,7.435669,13.524381,3.20227,1.6257663,4.126847,-0.8560009,12.890598,3.5599065,1.3164526,-0.048862327,7.160574,2.694751,10.313823,1.6230665,-1.3180357,2.8178954,5.8632636
