image,gt
scenes_dorm_room_00004596.jpg,0.5147058963775635
scenes_jail_cell_00002330.jpg,0.47058823704719543
scenes_stadium-baseball_00003661.jpg,0.7352941036224365
scenes_bathroom_00001215.jpg,0.45588234066963196
scenes_ski_resort_00001487.jpg,0.5147058963775635
scenes_escalator-indoor_00001084.jpg,0.5
scenes_glacier_00003305.jpg,0.29411765933036804
scenes_reception_00004117.jpg,0.4852941036224365
scenes_shopfront_00002159.jpg,0.7058823704719543
scenes_highway_00004921.jpg,0.45588234066963196
scenes_courtyard_00003796.jpg,0.47058823704719543
scenes_porch_00003447.jpg,0.5147058963775635
scenes_ballroom_00000854.jpg,0.5588235259056091
scenes_living_room_00004139.jpg,0.6176470518112183
scenes_corral_00001882.jpg,0.44117647409439087
scenes_sushi_bar_00004964.jpg,0.5588235259056091
scenes_barn_00001540.jpg,0.4117647111415863
scenes_sandbox_00000312.jpg,0.45588234066963196
scenes_auto_factory_00000544.jpg,0.6029411554336548
scenes_diner-outdoor_00002520.jpg,0.4852941036224365
scenes_park_00002095.jpg,0.5147058963775635
scenes_art_gallery_00001244.jpg,0.5735294222831726
scenes_beer_hall_00001012.jpg,0.5735294222831726
scenes_stage-indoor_00002505.jpg,0.4264705777168274
scenes_boat_deck_00001337.jpg,0.3382352888584137
scenes_shower_00003567.jpg,0.45588234066963196
scenes_chalet_00002924.jpg,0.5147058963775635
scenes_amphitheater_00000731.jpg,0.5882353186607361
scenes_fire_escape_00002532.jpg,0.47058823704719543
scenes_soccer_field_00003220.jpg,0.4117647111415863
scenes_amusement_arcade_00001494.jpg,0.6176470518112183
scenes_dam_00002904.jpg,0.5441176295280457
scenes_movie_theater-indoor_00002547.jpg,0.5441176295280457
scenes_gymnasium-indoor_00004461.jpg,0.5735294222831726
scenes_pasture_00003506.jpg,0.5
scenes_sauna_00002582.jpg,0.29411765933036804
scenes_phone_booth_00000109.jpg,0.44117647409439087
scenes_subway_station-platform_00000095.jpg,0.5147058963775635
scenes_waiting_room_00001869.jpg,0.45588234066963196
scenes_restaurant_kitchen_00004961.jpg,0.6323529481887817
scenes_cockpit_00003804.jpg,0.6029411554336548
scenes_field_road_00000084.jpg,0.3970588147640228
scenes_hotel_room_00001576.jpg,0.4264705777168274
scenes_storage_room_00000906.jpg,0.6323529481887817
scenes_pond_00002917.jpg,0.5147058963775635
scenes_harbor_00002664.jpg,0.5441176295280457
scenes_ice_shelf_00000749.jpg,0.13235294818878174
scenes_candy_store_00004893.jpg,0.5882353186607361
scenes_discotheque_00004509.jpg,0.4852941036224365
scenes_engine_room_00000936.jpg,0.45588234066963196
scenes_bus_station-indoor_00002038.jpg,0.5
scenes_basketball_court-indoor_00000793.jpg,0.6029411554336548
scenes_subway_station-platform_00002084.jpg,0.529411792755127
scenes_vegetable_garden_00002012.jpg,0.3970588147640228
scenes_supermarket_00004294.jpg,0.6323529481887817
scenes_field-cultivated_00002511.jpg,0.44117647409439087
scenes_corn_field_00001919.jpg,0.5
scenes_raft_00001783.jpg,0.5441176295280457
scenes_basement_00004744.jpg,0.4264705777168274
scenes_greenhouse-indoor_00004821.jpg,0.6029411554336548
scenes_doorway-outdoor_00003009.jpg,0.44117647409439087
scenes_office_building_00004873.jpg,0.47058823704719543
scenes_raft_00001883.jpg,0.529411792755127
scenes_art_gallery_00000944.jpg,0.5735294222831726
scenes_supermarket_00002575.jpg,0.7941176295280457
scenes_windmill_00001743.jpg,0.36764705181121826
scenes_topiary_garden_00003613.jpg,0.44117647409439087
scenes_lawn_00001717.jpg,0.30882352590560913
scenes_barn_00003067.jpg,0.47058823704719543
scenes_dining_room_00000889.jpg,0.5735294222831726
scenes_gazebo-exterior_00001211.jpg,0.4852941036224365
scenes_excavation_00001239.jpg,0.5441176295280457
scenes_campsite_00001218.jpg,0.5882353186607361
scenes_mosque-outdoor_00003475.jpg,0.5441176295280457
scenes_airplane_cabin_00004853.jpg,0.529411792755127
scenes_airport_terminal_00000869.jpg,0.6764705777168274
scenes_restaurant_00000171.jpg,0.6323529481887817
scenes_bazaar-outdoor_00001936.jpg,0.8235294222831726
scenes_army_base_00004915.jpg,0.5147058963775635
scenes_campus_00000642.jpg,0.44117647409439087
scenes_street_00001279.jpg,0.4852941036224365
scenes_chemistry_lab_00001291.jpg,0.4852941036224365
scenes_dorm_room_00004507.jpg,0.5
scenes_hotel-outdoor_00002798.jpg,0.47058823704719543
scenes_tundra_00000234.jpg,0.3970588147640228
scenes_arena-hockey_00000180.jpg,0.5588235259056091
scenes_yard_00002978.jpg,0.6617646813392639
scenes_roof_garden_00004114.jpg,0.6911764740943909
scenes_railroad_track_00002320.jpg,0.4264705777168274
scenes_driveway_00003600.jpg,0.5
scenes_desert-vegetation_00000049.jpg,0.47058823704719543
scenes_lawn_00002502.jpg,0.4264705777168274
scenes_shower_00004922.jpg,0.27941176295280457
scenes_iceberg_00003854.jpg,0.23529411852359772
scenes_gas_station_00000052.jpg,0.5441176295280457
scenes_ski_resort_00004609.jpg,0.5
scenes_fire_station_00002582.jpg,0.45588234066963196
scenes_operating_room_00003227.jpg,0.5
scenes_loading_dock_00001200.jpg,0.45588234066963196
scenes_living_room_00004557.jpg,0.529411792755127
scenes_martial_arts_gym_00004682.jpg,0.6176470518112183
scenes_lighthouse_00004221.jpg,0.38235294818878174
scenes_desert-vegetation_00003261.jpg,0.45588234066963196
scenes_pier_00000901.jpg,0.4117647111415863
scenes_movie_theater-indoor_00002211.jpg,0.45588234066963196
scenes_mountain_path_00003569.jpg,0.3970588147640228
scenes_picnic_area_00003750.jpg,0.5441176295280457
scenes_tree_farm_00002530.jpg,0.5882353186607361
scenes_conference_center_00002617.jpg,0.45588234066963196
scenes_art_gallery_00003033.jpg,0.4852941036224365
scenes_diner-outdoor_00004578.jpg,0.5
scenes_church-outdoor_00000129.jpg,0.47058823704719543
scenes_swamp_00000822.jpg,0.44117647409439087
scenes_elevator_shaft_00003360.jpg,0.3235294222831726
scenes_pavilion_00004592.jpg,0.529411792755127
scenes_swimming_pool-indoor_00004473.jpg,0.4117647111415863
scenes_assembly_line_00003046.jpg,0.7352941036224365
scenes_repair_shop_00002220.jpg,0.47058823704719543
scenes_ice_skating_rink-outdoor_00004903.jpg,0.44117647409439087
scenes_hospital_room_00004385.jpg,0.5
scenes_florist_shop-indoor_00000912.jpg,0.45588234066963196
scenes_trench_00002765.jpg,0.45588234066963196
scenes_catacomb_00000322.jpg,0.5147058963775635
scenes_pizzeria_00003748.jpg,0.5
scenes_roof_garden_00000859.jpg,0.6176470518112183
scenes_airfield_00004129.jpg,0.47058823704719543
scenes_kitchen_00002458.jpg,0.5147058963775635
scenes_landfill_00004257.jpg,0.5882353186607361
scenes_cemetery_00001535.jpg,0.30882352590560913
scenes_water_tower_00004418.jpg,0.4117647111415863
scenes_bathroom_00003733.jpg,0.47058823704719543
scenes_tree_farm_00002230.jpg,0.5
scenes_storage_room_00004068.jpg,0.5882353186607361
scenes_kennel-outdoor_00000456.jpg,0.3970588147640228
