image,Irregularity,Disorganized,Asymmetry,Chaotic,Randomness,Variability,Multicolored,Heterogeneity,Grainy,Isotropy,Cluttered,Ambiguity,Intricate
pom-pom_01b.jpg,0.54411453,0.88090146,0.7361793,0.07356734,0.77296376,0.51977986,0.20022441,0.16633023,0.18457194,0.5463011,0.1713589,0.7256483,0.12027394
balloon_01b.jpg,0.39738998,0.7718688,0.88809663,0.085373215,0.28789234,0.676173,0.14616627,0.5042068,0.008741198,0.6625765,0.57166874,0.8007944,0.056909546
face_01b.jpg,0.54726064,0.9157286,0.87464225,0.3382304,0.17800434,0.75900483,0.11919031,0.24391635,0.57795066,0.6808471,0.29647005,0.4431297,0.29316
sewing_machine_01b.jpg,0.6192069,0.8416145,0.84328645,0.16258885,0.3104375,0.89176834,0.56067973,0.5841776,0.0015301576,0.76138777,0.6704339,0.34661064,0.48543912
rag_01b.jpg,0.6330266,0.98258233,0.91329825,0.7788637,0.73331517,0.56457067,0.066222355,0.27295148,0.24987155,0.58066183,0.67401236,0.9480081,0.29140544
bowler_hat_01b.jpg,0.6707507,0.8950602,0.9583189,0.24491267,0.17789817,0.87445843,0.027354937,0.43368492,0.2864867,0.6419427,0.53726214,0.8084069,0.09065959
sweatsuit_01s.jpg,0.5355572,0.57407117,0.82223487,0.6471284,0.06231276,0.7060072,0.050110467,0.25122017,0.0030299649,0.5642617,0.44660714,0.23464616,0.25938916
hookah_01b.jpg,0.6597614,0.5188064,0.6796037,0.59849554,0.09838599,0.8338409,0.08469289,0.31903148,0.08038122,0.5014467,0.37409395,0.48480123,0.7033933
coil_01s.jpg,0.48506966,0.9096667,0.7071638,0.39396822,0.14448345,0.3569898,0.054580275,0.34135947,0.043737583,0.643131,0.2886525,0.74203765,0.54859984
stilt_01b.jpg,0.44870484,0.78006345,0.9314216,0.8377267,0.08149084,0.8234904,0.091421776,0.20506774,0.029599508,0.44605803,0.22938716,0.21443973,0.17690116
centrifuge_01b.jpg,0.4713839,0.80767703,0.89721525,0.15827711,0.15170181,0.88621724,0.042647652,0.18879032,0.011341032,0.5865953,0.5371616,0.66170347,0.09100439
windsock_01b.jpg,0.4331645,0.8939791,0.86661464,0.35707498,0.06975735,0.5397921,0.23053806,0.3971399,0.015317111,0.6331246,0.66857374,0.84119,0.009311389
